"","source","AREA","AREA_SMOOTH","TOTAL_PERIM","TOTAL_PERIM_SMOOTH","Date","Sat","DGO","ID","Indicator","AREA_km2","yrs","mon","Braiding","Length"
"1","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",833575.678699655,833875.991475037,21529.9023177816,19630.4495972082,2018-12-31,"Sentinel","DGO1",1,"MNDWI",0.833875991475037,2018,12,1.96304495972082,5
"2","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",644977.744635749,643225.841714695,25667.9561161046,23533.6878529115,2019-01-20,"Sentinel","DGO1",1,"MNDWI",0.643225841714695,2019,1,2.35336878529115,5
"3","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1089835.8622389,1090987.05940353,40860.7293435549,37116.8302079285,2019-02-04,"Sentinel","DGO1",1,"MNDWI",1.09098705940353,2019,2,3.71168302079285,5
"4","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",963903.417749137,967857.507813875,39281.4401997534,35815.5271607118,2019-02-14,"Sentinel","DGO1",1,"MNDWI",0.967857507813875,2019,2,3.58155271607118,5
"5","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",482703.771082199,482203.211308467,30405.6283543262,27617.1357905086,2019-02-24,"Sentinel","DGO1",1,"MNDWI",0.482203211308467,2019,2,2.76171357905086,5
"6","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",416636.058358297,418187.669560182,26747.3889313458,23901.0637318535,2019-03-01,"Sentinel","DGO1",1,"MNDWI",0.418187669560182,2019,3,2.39010637318535,5
"7","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",197807.8134173,199009.173302788,11054.8170784088,10122.9030457086,2019-03-16,"Sentinel","DGO1",1,"MNDWI",0.199009173302788,2019,3,1.01229030457086,5
"8","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",186295.87834021,185194.738606871,12074.3396528269,11294.277583339,2019-03-21,"Sentinel","DGO1",1,"MNDWI",0.185194738606871,2019,3,1.1294277583339,5
"9","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",656189.20628291,655037.99227819,21230.051080567,19306.0207644276,2019-04-10,"Sentinel","DGO1",1,"MNDWI",0.655037992278189,2019,4,1.93060207644276,5
"10","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",881125.494593635,881976.370440109,19650.7879261343,18085.5552631713,2019-04-25,"Sentinel","DGO1",1,"MNDWI",0.881976370440109,2019,4,1.80855552631713,5
"11","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1345713.55232888,1346514.42177719,22609.4132469636,19666.3808301777,2019-05-15,"Sentinel","DGO1",1,"MNDWI",1.34651442177719,2019,5,1.96663808301777,5
"12","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",2100412.7496746,2105868.64966583,45318.8301914894,40932.4692400577,2019-10-17,"Sentinel","DGO1",1,"MNDWI",2.10586864966583,2019,10,4.09324692400577,5
"13","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1274043.74225263,1273643.33718604,32424.8551264995,29521.5235554556,2019-11-01,"Sentinel","DGO1",1,"MNDWI",1.27364333718604,2019,11,2.95215235554556,5
"14","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1238605.89779128,1239807.16668645,38601.9454219694,35489.8072418668,2019-11-16,"Sentinel","DGO1",1,"MNDWI",1.23980716668645,2019,11,3.54898072418668,5
"15","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",907557.489687285,907207.147831731,26887.4446332404,24482.5038084363,2019-11-21,"Sentinel","DGO1",1,"MNDWI",0.907207147831731,2019,11,2.44825038084363,5
"16","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",919770.343395173,921722.386808289,27447.1670247773,25107.3255446374,2019-12-01,"Sentinel","DGO1",1,"MNDWI",0.921722386808289,2019,12,2.51073255446374,5
"17","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",815960.861520001,818163.19730022,20070.6185391969,18300.7425386652,2019-12-06,"Sentinel","DGO1",1,"MNDWI",0.81816319730022,2019,12,1.83007425386652,5
"18","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1004559.61586987,1003608.5971089,28266.7866824549,26118.3858619178,2019-12-11,"Sentinel","DGO1",1,"MNDWI",1.0036085971089,2019,12,2.61183858619178,5
"19","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",881830.446222836,881730.332915109,23149.1832905067,21021.3746003979,2019-12-16,"Sentinel","DGO1",1,"MNDWI",0.881730332915109,2019,12,2.10213746003979,5
"20","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",790233.657429758,791284.779216886,20630.358898468,19016.717921177,2019-12-26,"Sentinel","DGO1",1,"MNDWI",0.791284779216886,2019,12,1.9016717921177,5
"21","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",833579.341914622,834780.611157921,16892.1082127637,15465.1233437967,2019-12-31,"Sentinel","DGO1",1,"MNDWI",0.834780611157921,2019,12,1.54651233437967,5
"22","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",941292.554754762,942543.86098085,22969.2576867334,21042.8226890637,2020-01-15,"Sentinel","DGO1",1,"MNDWI",0.94254386098085,2020,1,2.10428226890637,5
"23","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",948794.133080608,950896.343292495,40021.1591053409,36502.5278474204,2020-02-09,"Sentinel","DGO1",1,"MNDWI",0.950896343292495,2020,2,3.65025278474203,5
"24","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",986432.720452712,988935.291647787,44319.128325258,40043.4548293558,2020-02-29,"Sentinel","DGO1",1,"MNDWI",0.988935291647787,2020,2,4.00434548293558,5
"25","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",690327.571806569,691328.630234668,17431.8594408225,16035.7909969222,2020-03-20,"Sentinel","DGO1",1,"MNDWI",0.691328630234668,2020,3,1.60357909969222,5
"26","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",473398.961063803,475000.654403904,19270.9872994777,17552.4340242413,2020-03-30,"Sentinel","DGO1",1,"MNDWI",0.475000654403904,2020,3,1.75524340242413,5
"27","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",658393.76080908,658443.813529914,16412.3344173987,14644.8585046428,2020-04-04,"Sentinel","DGO1",1,"MNDWI",0.658443813529914,2020,4,1.46448585046428,5
"28","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",508936.161360222,509336.582737575,17611.7647855972,15372.5802525222,2020-04-09,"Sentinel","DGO1",1,"MNDWI",0.509336582737575,2020,4,1.53725802525222,5
"29","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",766808.274805882,766758.186089517,15552.737234575,14101.5877187125,2020-04-14,"Sentinel","DGO1",1,"MNDWI",0.766758186089517,2020,4,1.41015877187125,5
"30","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",826671.347766017,828923.71933065,14853.0630266771,12703.9274370133,2020-04-19,"Sentinel","DGO1",1,"MNDWI",0.82892371933065,2020,4,1.27039274370133,5
"31","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",2660898.06186156,2663600.87984408,54554.4827148406,49562.8717130026,2020-10-16,"Sentinel","DGO1",1,"MNDWI",2.66360087984408,2020,10,4.95628717130026,5
"32","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1990292.54193973,1990042.27245138,46498.230620575,42453.2549943532,2020-10-21,"Sentinel","DGO1",1,"MNDWI",1.99004227245138,2020,10,4.24532549943532,5
"33","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1610593.11782861,1613345.94248554,35263.4970204748,32101.7312734734,2020-11-05,"Sentinel","DGO1",1,"MNDWI",1.61334594248554,2020,11,3.21017312734734,5
"34","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1395566.90394815,1397418.84534503,35023.6098449476,31875.4846983329,2020-11-10,"Sentinel","DGO1",1,"MNDWI",1.39741884534503,2020,11,3.18754846983329,5
"35","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1384655.19189459,1383303.75170554,32164.961936339,29132.6584698736,2020-11-15,"Sentinel","DGO1",1,"MNDWI",1.38330375170554,2020,11,2.91326584698736,5
"36","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1204966.80199721,1206117.97787595,31105.4272521925,28296.6865034437,2020-11-25,"Sentinel","DGO1",1,"MNDWI",1.20611797787595,2020,11,2.82966865034437,5
"37","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1114272.13639867,1115673.88598987,32324.8469288113,29090.1640013985,2020-11-30,"Sentinel","DGO1",1,"MNDWI",1.11567388598987,2020,11,2.90901640013985,5
"38","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",906353.853647628,906954.471857122,23588.9444487517,21436.7452370213,2020-12-30,"Sentinel","DGO1",1,"MNDWI",0.906954471857122,2020,12,2.14367452370213,5
"39","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",885531.541770366,886082.107531153,23189.1210189593,20996.4385802889,2021-01-04,"Sentinel","DGO1",1,"MNDWI",0.886082107531153,2021,1,2.09964385802889,5
"40","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1277137.78335141,1275335.91126618,42479.9934956672,38375.5380143683,2021-02-03,"Sentinel","DGO1",1,"MNDWI",1.27533591126618,2021,2,3.83755380143683,5
"41","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1250607.91987803,1251658.9933472,45418.6079434611,40684.2874027466,2021-02-08,"Sentinel","DGO1",1,"MNDWI",1.2516589933472,2021,2,4.06842874027466,5
"42","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1211666.13284928,1211465.890572,40181.0607687995,36545.4362358184,2021-02-18,"Sentinel","DGO1",1,"MNDWI",1.211465890572,2021,2,3.65454362358184,5
"43","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",1024171.2503376,1026173.326168,42639.912178388,38534.7433386601,2021-02-23,"Sentinel","DGO1",1,"MNDWI",1.026173326168,2021,2,3.85347433386601,5
"44","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",614745.232783561,616396.948155652,24528.443753627,22196.6687005031,2021-02-28,"Sentinel","DGO1",1,"MNDWI",0.616396948155652,2021,2,2.21966687005032,5
"45","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",416337.809536201,416237.716300585,18651.2431958306,17079.2729955917,2021-03-05,"Sentinel","DGO1",1,"MNDWI",0.416237716300585,2021,3,1.70792729955917,5
"46","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",705241.357815128,707443.688940563,16232.3754793855,14843.9068771454,2021-03-20,"Sentinel","DGO1",1,"MNDWI",0.707443688940563,2021,3,1.48439068771454,5
"47","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",468392.520145784,470394.616840281,15352.7869425115,13873.0604213838,2021-03-25,"Sentinel","DGO1",1,"MNDWI",0.470394616840281,2021,3,1.38730604213838,5
"48","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",414135.421413208,413985.271906833,17111.9639485725,15295.1642214491,2021-04-04,"Sentinel","DGO1",1,"MNDWI",0.413985271906833,2021,4,1.52951642214491,5
"49","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",630562.864347492,629912.210790231,14613.139880432,12831.2341466957,2021-04-19,"Sentinel","DGO1",1,"MNDWI",0.629912210790231,2021,4,1.28312341466957,5
"50","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO1_CT5_CF75_SIMPTOL2.csv",945193.98707387,944543.316033515,15072.9157942116,13555.9649680456,2021-04-24,"Sentinel","DGO1",1,"MNDWI",0.944543316033515,2021,4,1.35559649680456,5
"51","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1714973.12219084,1716524.87296209,46079.409016259,42022.1940485227,2018-12-31,"Sentinel","DGO2",2,"MNDWI",1.71652487296209,2018,12,4.20221940485227,5
"52","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1755726.01989404,1756576.8544468,50837.4108059453,45722.6553108418,2019-01-05,"Sentinel","DGO2",2,"MNDWI",1.7565768544468,2019,1,4.57226553108418,5
"53","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1323849.62080393,1328154.40839091,50137.6011764384,46189.7864822667,2019-01-20,"Sentinel","DGO2",2,"MNDWI",1.32815440839091,2019,1,4.61897864822667,5
"54","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1359901.77612943,1355096.4913219,76646.1417148142,69463.8226313222,2019-02-04,"Sentinel","DGO2",2,"MNDWI",1.3550964913219,2019,2,6.94638226313222,5
"55","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1237668.65135911,1233013.42549523,72707.9420684248,66321.9028432907,2019-02-14,"Sentinel","DGO2",2,"MNDWI",1.23301342549523,2019,2,6.63219028432907,5
"56","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",635601.03879101,629494.351798897,46259.5829339301,41777.7311148957,2019-02-24,"Sentinel","DGO2",2,"MNDWI",0.629494351798897,2019,2,4.17777311148957,5
"57","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",542195.914671495,539392.832921798,35604.2165944784,31868.8240091517,2019-03-01,"Sentinel","DGO2",2,"MNDWI",0.539392832921798,2019,3,3.18688240091517,5
"58","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",333065.04327586,333065.07374326,21070.6082416652,19262.0308438815,2019-03-16,"Sentinel","DGO2",2,"MNDWI",0.33306507374326,2019,3,1.92620308438815,5
"59","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",300428.740115627,299878.176738043,20650.7830941602,18869.3031968386,2019-03-21,"Sentinel","DGO2",2,"MNDWI",0.299878176738043,2019,3,1.88693031968386,5
"60","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2091785.41761604,2094138.06051172,35983.9327586546,33046.0620843845,2019-04-20,"Sentinel","DGO2",2,"MNDWI",2.09413806051172,2019,4,3.30460620843845,5
"61","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1763526.55376055,1767380.7944636,42161.1326180384,38445.694939873,2019-04-25,"Sentinel","DGO2",2,"MNDWI",1.7673807944636,2019,4,3.8445694939873,5
"62","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",3269074.44071192,3272528.19895731,61872.4181383626,52049.0606459887,2019-05-15,"Sentinel","DGO2",2,"MNDWI",3.27252819895731,2019,5,5.20490606459887,5
"63","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2960638.70575679,2964242.53784178,65550.8350151279,59636.1350855717,2019-11-01,"Sentinel","DGO2",2,"MNDWI",2.96424253784178,2019,11,5.96361350855717,5
"64","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",3010693.98114611,3010794.04854299,71908.08027903,66380.0942367564,2019-11-16,"Sentinel","DGO2",2,"MNDWI",3.01079404854299,2019,11,6.63800942367564,5
"65","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2572411.5523013,2574313.635774,52236.7097511197,47581.4071526362,2019-11-21,"Sentinel","DGO2",2,"MNDWI",2.574313635774,2019,11,4.75814071526362,5
"66","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2605647.39485068,2608850.80662839,58733.8169517999,53486.5504773857,2019-12-01,"Sentinel","DGO2",2,"MNDWI",2.60885080662839,2019,12,5.34865504773857,5
"67","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2264674.31258726,2265925.74014789,55395.2463325441,50432.5916450173,2019-12-06,"Sentinel","DGO2",2,"MNDWI",2.26592574014789,2019,12,5.04325916450173,5
"68","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2556093.14996846,2556693.81329923,63391.755874474,58314.2396692867,2019-12-11,"Sentinel","DGO2",2,"MNDWI",2.55669381329923,2019,12,5.83142396692867,5
"69","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2369588.2345355,2372991.93258229,56854.5983263066,51881.1998448681,2019-12-16,"Sentinel","DGO2",2,"MNDWI",2.37299193258229,2019,12,5.18811998448681,5
"70","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1976058.88340526,1976909.82596264,57414.3206925436,52745.9776501308,2019-12-26,"Sentinel","DGO2",2,"MNDWI",1.97690982596264,2019,12,5.27459776501308,5
"71","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2058346.99439581,2060299.12956013,47698.7191499909,43565.4391900896,2019-12-31,"Sentinel","DGO2",2,"MNDWI",2.06029912956013,2019,12,4.35654391900896,5
"72","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2209713.33238286,2211615.44598356,62012.2820894543,56681.7800983721,2020-01-15,"Sentinel","DGO2",2,"MNDWI",2.21161544598356,2020,1,5.66817800983721,5
"73","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1616073.52358953,1616724.24375654,69229.2624369715,63651.3821117812,2020-02-09,"Sentinel","DGO2",2,"MNDWI",1.61672424375654,2020,2,6.36513821117811,5
"74","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1581538.31953973,1584991.9614063,77965.4478093551,70788.1933460563,2020-02-29,"Sentinel","DGO2",2,"MNDWI",1.5849919614063,2020,2,7.07881933460563,5
"75","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1739804.19183989,1743558.32364635,64991.0960001574,58585.4369830665,2020-03-10,"Sentinel","DGO2",2,"MNDWI",1.74355832364635,2020,3,5.85854369830665,5
"76","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1444379.30666932,1446531.62872752,40861.7752928713,37772.1989425627,2020-03-20,"Sentinel","DGO2",2,"MNDWI",1.44653162872752,2020,3,3.77721989425627,5
"77","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1069668.86454418,1071320.52951915,39882.1827869872,36624.8764493251,2020-03-30,"Sentinel","DGO2",2,"MNDWI",1.07132052951915,2020,3,3.66248764493251,5
"78","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1408338.80644473,1405385.64072584,40302.0319783495,36465.2795751702,2020-04-04,"Sentinel","DGO2",2,"MNDWI",1.40538564072584,2020,4,3.64652795751702,5
"79","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1019411.62743238,1017859.96058677,39242.4536600279,34604.2927256877,2020-04-09,"Sentinel","DGO2",2,"MNDWI",1.01785996058677,2020,4,3.46042927256877,5
"80","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1676029.92711714,1676079.96982556,38802.6964542748,35672.5816567407,2020-04-14,"Sentinel","DGO2",2,"MNDWI",1.67607996982556,2020,4,3.56725816567407,5
"81","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",4705826.87932867,4701722.96688592,87581.1768523884,80049.0908292316,2020-10-16,"Sentinel","DGO2",2,"MNDWI",4.70172296688592,2020,10,8.00490908292316,5
"82","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",4312802.60561431,4310800.18851766,91879.279598659,84085.6321294946,2020-10-21,"Sentinel","DGO2",2,"MNDWI",4.31080018851766,2020,10,8.40856321294946,5
"83","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",3210092.17759169,3210342.31791644,70528.6733259472,64271.0721897738,2020-11-05,"Sentinel","DGO2",2,"MNDWI",3.21034231791644,2020,11,6.42710721897738,5
"84","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2770709.25808826,2773362.11375838,58773.8097098924,53607.5845835903,2020-11-10,"Sentinel","DGO2",2,"MNDWI",2.77336211375838,2020,11,5.36075845835903,5
"85","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2666292.61925445,2671348.14969344,52596.5410271603,47966.2970308388,2020-11-15,"Sentinel","DGO2",2,"MNDWI",2.67134814969344,2020,11,4.79662970308388,5
"86","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2736670.91906827,2739674.15988438,52476.5724882218,47873.4479280503,2020-11-25,"Sentinel","DGO2",2,"MNDWI",2.73967415988438,2020,11,4.78734479280503,5
"87","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2594715.22099293,2597918.52666031,53795.9499429449,48872.2638146064,2020-11-30,"Sentinel","DGO2",2,"MNDWI",2.59791852666031,2020,11,4.88722638146064,5
"88","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2513830.79291642,2517234.40022888,58313.9864272649,53423.6598317065,2020-12-20,"Sentinel","DGO2",2,"MNDWI",2.51723440022888,2020,12,5.34236598317065,5
"89","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2135116.90072457,2138470.47888071,50537.3957712471,46294.1234275411,2020-12-30,"Sentinel","DGO2",2,"MNDWI",2.13847047888071,2020,12,4.62941234275411,5
"90","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1978846.07749136,1982850.4252476,47138.8598020623,42907.4450827194,2021-01-04,"Sentinel","DGO2",2,"MNDWI",1.9828504252476,2021,1,4.29074450827194,5
"91","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2292606.4055229,2292155.86697553,93758.3705406493,85286.4779333378,2021-02-03,"Sentinel","DGO2",2,"MNDWI",2.29215586697553,2021,2,8.52864779333378,5
"92","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2186796.03312432,2188998.45482086,100575.351032801,90902.3249057304,2021-02-08,"Sentinel","DGO2",2,"MNDWI",2.18899845482086,2021,2,9.09023249057304,5
"93","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",2024821.05967984,2025021.37420553,94418.1389593697,86710.2772682236,2021-02-18,"Sentinel","DGO2",2,"MNDWI",2.02502137420552,2021,2,8.67102772682236,5
"94","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1672731.74767805,1675084.25927413,87801.0043979266,80642.9228246762,2021-02-23,"Sentinel","DGO2",2,"MNDWI",1.67508425927413,2021,2,8.06429228246762,5
"95","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",1113411.52735419,1109907.62297755,55175.3666128531,50467.7344391866,2021-02-28,"Sentinel","DGO2",2,"MNDWI",1.10990762297755,2021,2,5.04677344391866,5
"96","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",813482.646020855,815835.203613506,39162.4291694855,36361.7663206102,2021-03-05,"Sentinel","DGO2",2,"MNDWI",0.815835203613506,2021,3,3.63617663206102,5
"97","GEE_exports_S2/BraidingSentinel2021-09_MNDWI_nC8_DGO2_CT5_CF75_SIMPTOL2.csv",974454.326967877,973453.199476573,34404.4962665448,31980.0837096853,2021-03-20,"Sentinel","DGO2",2,"MNDWI",0.973453199476573,2021,3,3.19800837096853,5
